id,ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham
1785,862,sản phấm sử_dụng trắng mịn giúp đẹp ngày,22/04/2023,15:46,5,422204795
1786,2392,sử_dụng_dàng thoải_mái thư_giãn tốt,28/04/2023,10:17,5,308500037
1787,2712,chống nắng đỉnh đỉnh nhân_viên tư_vấn xài thử ghiền tuýp,13/06/2024,17:45,5,248700035
1788,271,mặt_nạ,8/1/2021,22:07,5,365000012
1789,692,sử_dụng_dàng thoải_mái thư giãn độ,30/04/2023,16:22,5,308500013
1790,684,sử_dụng_dàng thoải_mái thư giãn độ,1/5/2023,10:02,5,308500013
1791,1941,sài không_hợp chất thấm cảm_giác bí_dậy đổ dầu mũi sài tiếc,28/02/2021,19:50,3,343700002
1792,178,xài tầm dịu nhẹ phù_hợp,4/10/2022,8:41,5,422204259
1793,489,thích srm không_mùi dịu nhẹ rửa sạch không_khô_dịu nốt mụn lắm,29/07/2021,12:27,5,204100054
1794,2319,mùi hương_mát giá_thành ổn,4/5/2023,16:34,5,204100054
1795,3670,ôi hôm nhiệt_tình đợt giá sản_phẩm mùi thơm xài yêu,10/6/2020,11:55,5,422206042
1796,3978,aply thấm trắng hồng_tone bôi hơi mùi cồn cỡ đi mùi thơm nhẹ hơi dầu_hơi,24/07/2022,12:49,5,213300003
1797,3682,mask mịn không_ngứa rát dưỡng chất cực nhiều,6/7/2023,17:29,5,345800008
1798,2196,sản đóng_gói cẩn_ưng lắm đẹp ủng tiếp,17/06/2022,20:39,5,249500028
1799,1647,sài mùa hè hợp_lý bôi không_bí_dịu hẳn bôi mát_mát rễ mẩn đỏ_kích_ứng bôi hôm mùa đông ẩm_dưỡng hỗn_hợp thiên khô_hợp luôn,20/06/2023,16:42,5,318900005
1800,1936,chân,18/11/2023,13:17,5,422207812
1802,832,thấm,20/10/2024,19:38,5,422204027
1803,2133,lắm định lại,29/09/2022,15:29,5,422203617
1804,3886,tuần chữ phê_rẻ kéo tốt mụn không_miếng luôn cảm_giác lỗ chân lông_lai,1/5/2021,23:01,5,345800002
1805,271,sản_phẩm không_bết rít,30/06/2021,11:28,5,205100136
1807,1327,bự bự cầm ghê yêu,8/8/2021,10:43,5,422211878
1808,51,cũ thích châm_chít thích cũ hơn,8/7/2023,13:56,4,422218629
1809,645,cực_kỳ_mẫn_cảm thử dòng tẩy cảm_ơn,21/02/2024,14:06,5,100230057
1810,2396,sử_dụng_dàng,27/04/2023,20:20,5,308500015
1811,746,chắt tặng được,17/08/2022,22:14,5,100230064
1812,506,hỗn_hợp thiên_dầu nổi mụn_ẩn trộm_vía đầu sài dầu_tẩy thích mùi quýt dịu nhẹ_tẩy sạch mascara eyeliner tint giá rẻ luôn thử,6/3/2024,18:40,5,422210956
1813,3650,mụn đi mùi chịu,23/11/2023,19:33,5,422206043
1815,2827,đầu tiếp_xúc serum cảm_giác nóng_dịu dần bình tuần không_kích_ứng bảo_quản,14/09/2022,14:39,4,318900002
1816,2325,sử_dụng_dàng thoải_mái thư giãn độ,4/5/2023,10:05,5,308500015
1817,1957,sản_phẩm tạm ổn không_căng rít,17/09/2024,22:11,4,422214147
1818,2059,hỗn_hợp tím vón hoài vàng không_vón nữa finish đẹp nâng tone nhẹ,17/04/2022,18:52,5,249500027
1819,826,kết_cấu mỏng nhẹ lớp finish đẹp khả_năng kiềm dầu tốt khô tốt lớp dưỡng ẩm_mỏng nhẹ netrougena chống nắng hỗ_trợ tối_ưu không_sợ mụn làn,1/8/2024,8:23,5,422218365
1820,305,chất ổn mô_tả,3/7/2022,17:34,3,422206537
1821,1165,dịp cận tết hàng chậm_trễ hasa xĩu thời á_chất ổn thiên_khô tiếp tưởng hasa auth mỹ_phẩm hasa,14/01/2023,17:02,5,422217292
1822,750,tẩy chỗ hà_hasaki yên_tâm shop,8/7/2022,14:25,5,100230064
1823,1713,mùi,22/11/2023,12:03,5,422206042
1824,23,serum hợp khô mùa lạnh máy_lạnh khô tróc serum dưỡnga ẩm tốt trời nắng_nóng dầu không_hợp lắm serum lớp màng nhớt nhớt_thân máy_lạnh hợp,31/08/2023,11:31,5,418800004
1825,362,chủ_yếu chống nắng tô thử dòng tẩy ưng_tẩy oreal micelar refreshing even sensitive skin dịu sạch chống nắng bụi_bẩn thành_phố mịn nhạy_cảm cồn xíu mẩn đỏ hoàn_toàn lành quyết_định ưng trời_đất luôn,26/10/2018,21:41,3,205100146
1826,208,bha choices thích kiên_trì thời kết_xứng bha tầm mịn lỗ chân_lông tí dầu_rệt mụn nhiều,5/4/2022,9:56,5,100240016
1827,2336,rẻ thích trắng cồn mắt,30/06/2021,17:51,4,365000015
1828,3321,đóng_gói cẩn_thận hàng,12/5/2022,10:36,4,223600034
1829,601,hợp dầu,1/1/2023,11:19,5,422210784
1830,723,mink bioderma cảm_hợp xuyên tẩy lựa dòng tẩy_phục_hợp nhạy_cảm dầu,14/04/2023,11:40,5,100230057
1831,1271,siêu_siêu nhạy_cảm,12/10/2023,20:34,5,100180080
1832,2310,sử_dụng_dàng thoải_mái thư giãn độ,5/5/2023,10:06,5,308500037
1833,1486,hơi mùi chút sài tốt,7/2/2021,19:16,5,204900128
1834,1421,hàng hasaki nhập hàng shope nhập đống hàng hiếm lắm thích hàng hasaki nhành tín_hasaki thích kiện hàng sản_phẩm chỗ hàng đương_nhiên tốt giá sạch sản_phẩm trôi_rửa không_căng khô luôn đi hasaki khổ quá,6/1/2022,12:25,5,422211195
1836,1071,sản_phẩm tốt sạch sâu,12/4/2023,13:15,5,422211183
1837,330,bổ rẻ,28/07/2020,9:38,5,422206648
1838,1937,sản_phẩm bình,16/07/2023,10:58,3,422201119
1839,2425,thích mask áa dầu mụn xài_hiệu lắm mùi thơm,14/06/2021,12:07,5,308500015
1840,1933,chống nắng kiềm dầu nâng tông_nhiên,17/09/2021,12:26,5,249500021
1842,1554,srm rửa không_khô_rửa,27/05/2022,9:31,5,211300007
1843,2231,không_ngờ xíu_nhiên finish luôn thẩm_thấu bề_mặt mắt hỗn_hợp,25/03/2023,17:27,4,100180148
1844,255,tẩy sạch giá hợp_lý thích_hợp hàng dịch_vụ hasaki chăm_sóc hàng trải_nghiệm thử,10/8/2021,8:50,5,422211447
1845,212,không_xài nhờn_rít cảm_giác bôi lớp dầu mặt không_tây chống nắng không_hợp,23/03/2022,16:18,3,422208807
1846,2573,mỏng,6/5/2023,12:12,5,422209671
1847,3064,sản_phẩm ổn cầu thử không_xuất_sắc dùng,5/5/2024,23:41,3,422206648
1848,1287,sản_phẩm lành_srm sạch_thoáng không_khô,5/4/2020,0:34,5,422214146
1851,723,mink bioderma cảm_hợp xuyên tẩy lựa dòng tẩy_phục_hợp nhạy_cảm dầu,14/04/2023,11:40,5,100230059
1852,1219,nổi mụn review thử giá mềm không_bí không_tông mùi chịu văn_phòng xài mặt cổ_kcn khác,1/11/2020,21:03,5,422217292
1853,140,dịu mụn sưng đỏ cực tốt thử hộp luôn,19/09/2024,12:46,5,422205163
1854,1206,rửa mặt sạch siêu_lành bọt giá ổn,6/8/2021,20:27,5,422214149
1855,578,không_dính sợi mặt,5/12/2020,14:33,5,207500001
1856,892,sản_phẩm tốt tiếp,14/04/2023,13:39,5,422204795
1857,504,xài lọ chất thấm mùi thơm_dưỡng ẩm_tối ngủ dậy mềm không_đổ dầu_giá phù_hợp trừ không_ẩm_bôi kcn laroche posay bôi chừng kcn ghét,31/10/2022,9:50,4,422200305
1858,1974,giá,17/06/2023,20:10,5,422207413
1859,2268,mùi hóa_học xài mặt khô_tẩy ghét xuất_hiện tẩy phụ xuất_hiện ghét không_tẩy tế_bào chết xài tuần không_tác_dụng rệt lắm xài mướt,6/10/2019,16:08,3,245500009
1861,494,xài ổn,11/12/2022,0:36,4,422204231
1862,2742,khô khô nhân_viên tư_vấn sử_dụng chống nắng nhân_viên giới_thiệu kcn review không_thích sử_dụng tuần thích finish đẹp khô_dưỡng ẩm_kĩ chờ khô bôi kcn sử_dụng sản_phẩm_tẩy,1/5/2023,13:28,5,331300023
1863,179,shiper_thương mặt khuyên hơn,20/09/2022,12:20,4,422206648
1864,1377,xài thích đắp mềm mùi nhẹ chịu,23/01/2024,18:33,5,422205806
1865,976,sử_dụng_dàng thoải_mái thư giãn độ,2/5/2023,11:36,5,308500004
1866,321,dịu nhẹ lắm mặt,22/09/2020,19:19,5,205100136
1867,506,hồi tuýp sài thử ghét sạm_vứt bôi_hà đánh_liều tuýp sài trộm_vía lớp finish đẹp lắm mịn ẩm không_dính_khẩu nữa,1/11/2022,21:21,5,204900013
1868,1654,sử_dụng tuýp_chất không_đặc bôi mịn hồi tốt dậy mặt không_đổ dầu xài bha_treatment phù_hợp,23/11/2022,10:02,5,318900005
1869,2048,mùi đợt hắc quá,29/09/2022,12:05,1,422207413
1870,121,tẩy sạch lớp mascara mặt êm ổn,19/11/2023,11:24,5,422204259
1871,2252,giá chất tốt dùng,21/01/2022,11:28,5,245500002
1872,390,dầu mụn nhạy_cảm srm khô cỡ dòng srm ry chân thích mịn_độ ấm_cực tốt đỉnh thử,3/8/2023,22:44,5,422208975
1874,1398,thích không,16/07/2021,11:31,5,422200306
1875,2531,hàng đóng_gói hãng giá mềm,8/3/2021,9:33,5,204100054
1876,2081,kết mô_tả tốt không thấm mát nâng tone_xíu bôi đẹp dầu mùa hè bôi cảm_giác kết_bôi chưa,31/05/2019,23:08,3,249500027
1877,761,chân,26/08/2022,7:49,5,422207826
1878,66,cửa_hàng giá giảm ap có,23/12/2021,15:47,4,318900011
1879,1160,xài kiềm dầu tầm nâng tone lắm xài,31/03/2024,23:20,5,249500007
1880,2024,kiềm dầu tốt không_trắng chống nắng mùi thơm_dịu thử,19/11/2022,14:04,5,422207413
1881,1055,tẩy sạch dùng giá hơi chát đắc_sắt nhạy_cảm mụn xài trộm_vía đỡ mụn hẳn,27/07/2024,12:23,5,204900024
1882,2422,mặt_nạ tốt,2/9/2021,12:36,5,422205160
1883,547,toner serum_dưỡng kcn không_vón chất không_đặc_thích mùi lắm thơm kiểu bôi thấm không_nhờn_dính bôi lớp đẹp_độ bóng nhẹ mịn mướt nâng tông nhẹ_nhàng ngăm trông giả_trân kiềm dầu tốt bôi mặt khô không_đổ dầu đặc_biệt mồ_hôi đổ không_chảy không_trôi không_vón đeo khẩu,14/02/2022,11:06,5,204900013
1884,132,tốt đường viền chắn chắn không_xơ_tưa mềm,25/05/2023,11:14,5,422212333
1885,759,hồi sầng bít_hiệu review ẻm thử,18/02/2022,9:27,5,200400003
1886,177,tẩy kcn mắt,16/10/2022,12:34,4,422211446
1887,1926,thích lại,21/11/2023,15:44,5,422209262
1888,2267,xài thích không_khô căng,22/08/2020,13:24,5,245500002
1890,392,bữa floxia_sỹ kê đơn rửa tạm tuýp nivea tặng mụn bọc tướng vội kiếm srm dầu hỗn_hợp nhạy_cảm ẻm ổn_rửa không_khô căng,30/07/2023,14:02,5,422208972
1891,1198,cháy hàng sản_phẩm tốt dầu mụn duyệt,23/01/2022,23:27,5,249500007
1892,2925,hàng tốt,20/08/2024,8:46,5,422207147
1893,2240,thơm hương_dịu bắt sức nắng đẹp,6/12/2023,10:56,5,206400009
1894,4321,sản_phẩm tốt,18/09/2019,20:44,5,223600032
1895,2360,mùi hương_mát giá_thành ổn,30/04/2023,15:53,5,422206537
1896,375,cực_kỳ dầu nhma rửa độ_ẩm_thích không_mùi gắt nồng sản_phẩm mùi nhẹ,2/9/2024,22:09,5,422208975
1897,2938,hàng mặt_nạ ưng thử công_dụng,24/04/2024,15:26,5,365000016
1898,1076,không_nổi_bật chất,12/1/2021,18:45,2,204100054
1899,1463,căng mướt xài thử thời,2/5/2022,23:11,5,204900056
1900,390,dầu mụn nhạy_cảm srm khô cỡ dòng srm ry chân thích mịn_độ ấm_cực tốt đỉnh thử,3/8/2023,22:44,5,422208976
1901,684,thích hasaki sản_phẩm tẩy,30/04/2023,18:47,5,100230064
1902,2551,chất ổn,18/04/2021,19:34,2,422220469
1903,2359,sử_dụng_dàng,30/04/2023,17:21,5,308500013
1905,168,dầu mụn_tẩy meakup nhẹ không_nổi mụn không_kích_ứng không_hương_liệu cồn không_nhờn dính mượt không_khô,19/11/2022,20:56,5,422211447
1906,271,sản_phẩm không_bết rít,30/06/2021,11:28,5,422206648
1907,2344,sử_dụng_dàng thoải_mái thư giãn độ,1/5/2023,20:04,5,422205164
1908,692,mùi hương_mát giá_thành ổn,30/04/2023,16:23,5,204100019
1910,3616,tróc sử_dụng sài_dưỡng phục_hồi thời dưỡng chống nắng hãng tróc đầu_tiên sử_dụng luôn,4/3/2022,10:51,5,253900002
1911,2366,sử_dụng_dàng,30/04/2023,13:23,5,422205162
1912,1706,cầu sử_dụng_phẩm tốt,13/09/2024,20:58,5,100240016
1913,165,refreshing công_dụng chủ_yếu tẩy phù_hợp dầu mụn nhạy_cảm luôn không_makeup bôi kcn khả_năng sạch ổn_tẩy kcn bụi bẩn tẩy cảm_mềm không_khô không_hề không_kích_ứng không_nổi mụn luôn,28/11/2022,10:09,5,422211446
1914,1630,dòng sunplay xài skinaqua đặc sunplay lỏng sữa bóp_lực bóp nghiêng xuống mát không_nhờn_rít mát nhẹ mặt dòng khác dạng dể khắp mặt mên tiết_kiệm,31/01/2022,14:16,5,422203143
1917,2928,sánh bnbg nhma ẩm không_tốt bnbg tốt tầm giá dầu ẩm thoải_mái mặt_nạ,27/03/2024,22:14,5,422209705
1918,244,ẩm tương_đối xịt không_tưa rộng lắm tạm được,9/6/2019,15:55,3,264500018
1919,1193,sài cảm_giác lót_chất đặc_kìm dầu,28/02/2023,22:58,4,100180148
1920,696,mùi hương_mát giá_thành ổn,29/04/2023,16:37,5,204100019
1921,3743,sản_phẩm lỗi nghiêm nhận,2/6/2022,11:40,1,211300008
1922,1295,sử_dụng_dàng thoải_mái thư giãn độ,4/5/2023,16:18,5,308500018
1923,1501,sản_phẩm bảo nhạy_cảm_rửa siêu căng_kích hơi ngứa nữa,4/2/2022,12:59,1,422214146
1924,618,dầu xài centela surmedic ổn_nhiên mắt,12/2/2022,10:52,4,422207414
1925,190,tặng tẩy,4/8/2022,0:59,4,205100146
1926,819,sử_dụng tốt_hợp mùi nữa vòng sử_dụng tốt nhiều,29/10/2019,10:26,5,200400004
1927,1400,xài không_tiếng thái_bì nữa,7/7/2021,15:39,4,422200305
1928,2352,sử_dụng_dàng thoải_mái thư giãn độ,1/5/2023,10:05,5,422205164
1929,2355,sử_dụng_dàng thoải_mái thư giãn độ,30/04/2023,18:26,5,422202253
1930,349,luôn,2/10/2019,19:55,5,422211446
1931,2702,đi lắm xài thử rẻ chất,31/10/2023,21:50,5,225200013
1932,2525,sản_phẩm bọt phải sạch dịu nhẹ không_khô nhiều tắm hơi,6/10/2021,22:32,5,422206537
1933,1186,chân ahi shop,18/06/2022,13:39,5,249500013
1934,310,ưng sản_phẩm tẩy,6/12/2020,18:16,4,422206648
1935,1449,sản_phẩm không_kỳ_vọng chất kém_giá tiền,12/10/2023,13:58,2,422205804
1936,792,rửa mặt tắm cảm_giác laroche đỡ khô hơn,4/4/2021,2:51,5,204100019
1937,1271,serum đỉnh dầu mụn mấy_nguyệt nỗi mụn hôm xẹp hẳn luôn giá không_nỗi chát công_dụng,31/05/2022,23:18,5,100210023
1938,711,thích hasaki sản_phẩm tẩy,27/04/2023,18:35,5,100230059
1939,682,đỉnh vô mát,30/04/2023,20:04,5,422200236
1940,652,tốt,19/12/2023,14:35,5,100230064
1941,126,sạch dịu nhẹ,6/11/2023,19:52,5,205100136
1942,266,mềm sài_êm lắm,17/04/2021,23:09,5,422203807
1943,3593,khô hủ thử thời ẩm tốt chác hủ đã,22/02/2024,21:51,5,256700012
1944,113,không_sản_phẩm đáp_ứng yêu_cầu bản,13/02/2023,20:57,3,422205163
1945,1760,sản_phẩm hơi rát nhẹ hôm xuất_hiện trộm_vía sử_dụng chữ ổn dầu_tiết lại thử,29/11/2021,20:05,5,100220035
1946,1606,sản_phẩm thấm tốt derma forte khô lớp căng hỗ_trị mụn thâm_tẩy tbc toner ẩm_nhẹ megaduo chống nắng chậm,16/08/2022,15:55,4,327500002
1947,116,tẩy sạch dịu nhẹ không_ưng nắp cứng đau bật đứt nsx khắc_phục lỗi,29/06/2024,20:02,5,205100137
1949,698,sử_dụng_dàng thoải_mái thư giãn độ,28/04/2023,20:20,5,422202253
1951,702,thích hasaki sản_phẩm tẩy,28/04/2023,19:01,5,100230064
1952,2449,mặt nạ_thể mũi chút_hụt chân mũi,11/6/2020,19:40,5,422202253
1953,2378,sữa rửa mặt mát sạch sử_dụng,29/04/2023,16:04,5,422206537
1954,849,yêu_cầu không_ngợi nhiều,19/04/2023,10:55,3,422216594
1955,1200,dầu nổi mụn sài tốt thắm láng mịn,20/12/2021,9:08,5,249500013
1956,628,dầu tốt không_dầu lắm luôn,29/04/2021,20:06,4,422212100
1957,168,dầu mụn rữa sạch không_độ_ẩm mùi hương tràm trà không_kích_ứng đặc_biệt đẩy mụn nhẹ noa bha công_dụng sản_phẩm,19/11/2022,20:58,4,422204795
1958,3698,thử,19/03/2023,22:07,4,201600144
1959,2271,không_hợp dị_ứng ngứa quá,13/08/2023,9:25,3,422208183
1960,2911,chất siêu_thích mỏng nhẹ không_nhờn rít aply thấm cực dầu hỗn_hợp xài không_đổ dầu cảm_giác mịn mịn,13/10/2021,8:59,5,204100003
1961,1201,ẩm tốt thể dưỡng_ẩm hỗ_trợ mụn phục_hồi,18/11/2021,23:20,5,253900003
1962,2410,lẽ không_review mặt_nạ siêu_đình không_chê,16/11/2022,13:52,5,308500004
1963,1062,mùi cồn nồng lắm,4/9/2022,15:24,2,249500027
1964,188,cám_ơn shop hàng tẩy senka mẫu_vọng tốt,21/10/2022,12:06,5,422211489
1965,647,sản_phẩm mùi dịu nhẹ sạch sâu,2/1/2024,11:20,5,100230059
1966,3627,siêu_dầu sử_dụng kcn giới_thiệu sử_dụng sài_hiệu chống nắng tốt kiềm dầu tối_đa típ tặng mắt_kính hãng kính xịn,7/7/2024,9:42,5,343100024
1967,155,tốt không_dị_ứng sách,12/2/2023,12:37,4,422211446
1969,2254,thích hàng thuộc,28/10/2021,12:11,5,245500002
1970,864,sản_phẩm tốt,21/04/2023,19:35,5,422204795
1971,2898,bảo_vệ nhiêu tiếng người,31/03/2024,22:18,5,204100003
1972,808,mặt_nạ cồn nhạy_cảm đầu sử_dụng cảm_giác đắp kiểu sức dầu hiệu đối_không thần_thánh lắm mịn đắp,13/10/2021,20:04,4,422205162
1974,1438,hàng sử_dụng sản_phẩm xuyên tốt,20/05/2024,7:18,5,100190059
1975,117,tẩy tốt loreal không_rát sát_tẩy sạch tiền,23/06/2024,11:25,5,422206648
1976,2437,sản_phẩm vẻ ổn,26/08/2019,13:17,3,422204259
1977,233,sản_phẩm_chất tốt,19/01/2022,10:47,5,207500007
1978,1460,date laroche posay,26/05/2022,9:08,3,422210784
1979,1169,lọ không_mụn đầu ổn tệp khô sần_sùi không_mịn_màng mụn trứng cá giá tạm ổn,1/11/2022,9:07,4,249500013
1980,1924,nữa,21/11/2023,16:17,5,422209262
1981,809,không_kích_ứng mặt,11/8/2020,16:41,5,100230059
1982,111,shop hàng_không tặng dưỡng tóc,6/9/2024,20:06,4,422211446
1983,2314,sử_dụng_dàng thoải_mái thư giãn độ,4/5/2023,20:27,5,422205164
1985,365,sản_phẩm tốt sạch sâu,26/10/2018,19:59,4,422208807
1986,402,sản_phẩm_hiệu cực_kì phù_hợp,15/04/2023,22:26,5,422216594
1987,148,sạch không_kích_ứng tẩy_mascara nữa,24/03/2023,10:37,5,422208807
1988,780,mùa dịch nội_thành chất thương_hiệu bàn,18/08/2021,19:21,5,100230057
1989,689,sử_dụng_dàng thoải_mái thư giãn độ,1/5/2023,10:01,5,308500009
1990,1001,ổn không_nổi_bật,12/2/2022,13:14,3,422206648
1991,2394,không_tệ thất_vọng chất,24/07/2021,12:37,1,422204259
1992,2384,sư_dụng dê thư độ,29/04/2023,11:58,5,422202253
1993,53,ổn_định không_chê không,1/3/2023,2:17,3,422208807
1994,217,xịn dầu xài srm không_hiệu thử ưng tuần đỡ dầu đỡ mụn hẳn rửa cảm_giác sạch không_căng mặt đổ dầu chữ má khô kết_hợp xài_dưỡng tuyệt_vời đầu hơi đắn_đo giá tiền tiền,5/4/2021,15:22,5,204900128
1995,3400,review thử ổn chất mask mịn mát,16/07/2024,10:55,5,422209795
1996,421,hỗn_hợp thiên_dầu ẻm không_hề khô căng sản_phẩm dạng suốt bọt mặt mụn ẩn trộm_vía không_đẩy giá hơi,14/11/2022,7:43,5,422208972
1997,1310,hãng dược mỹ_phẩm không_hỉu sản_phẩm chán tặng thử không_khô tiền carave svr xịn luôn,25/03/2022,11:59,3,422210980
1998,3154,hơi căng nhẹ,11/5/2022,0:48,4,357100011
1999,789,tân_bình,9/11/2021,16:20,4,243300007
2000,75,tẩy bio chê đỉnh dòng chân đời,13/09/2021,8:19,5,100230057
2001,3652,không_khô cảm_ơn,22/11/2023,17:01,5,100220010
2002,2357,sử_dụng_dàng thoải_mái thư giãn độ,30/04/2023,17:56,5,422205163
2003,347,xài sạch xài êm lắm bữa đi không_rửa mặt luôn,12/10/2019,13:42,5,422211447
2005,1503,serum kèm không_hả,6/8/2024,15:55,5,422211549
2006,131,toner đỉnh đỉnh ẩm mùi dịu nhẹ thích,14/08/2023,14:56,5,377400002
2007,2445,sản_phẩm_chất giá hạt cảm tuyệt_vời đầu sử_dụng miếng đắp thử căng mượt hôm rửa mặt_tông trắng_sắng hẳn thích lắm luôn tiếp_tục,27/07/2020,7:54,5,422202253
2008,2189,đánh_giá nâng tông bình_thể lớp luôn mỏng nhẹ kiềm dầu,1/8/2023,21:06,5,249500028
2009,301,hasaki giá rẻ chất nhân_viên phục_vụ tốt,26/02/2021,22:24,5,205100136
2010,1189,sản_phẩm chân_không đổi khác rửa mặt hơi căng khô_xí dầu mụn sài thích cực,27/09/2021,9:36,5,422210784
2011,99,chất,27/10/2020,9:43,5,318900011
2012,2938,hàng shop,24/04/2024,15:24,5,422206101
2013,1337,cảm mịn_màng,4/3/2021,18:11,5,245500009
2014,2952,sản_phẩm tốt môi hồng_mềm mịn,23/02/2020,18:12,5,200500293
2015,809,không_kích_ứng mặt,11/8/2020,16:41,5,422216594
2016,2016,tẩy chết mặt ổn_thơm lắm,17/11/2023,20:05,5,422207812
2017,728,tốt,9/4/2023,21:39,5,200400003
2020,1662,đơn tặng mặt_nạ_hiệu chả_quà,6/6/2022,20:25,4,318900019
2022,384,nhạy_cảm êm_sạch,29/10/2023,9:51,5,422208972
2023,531,cảm dầu nhạy_cảm dầu đổ không_aply finish nhược_tone mặt_đụng chà_nhẽ rét sản_phẩm cổ vàng áo trắng,17/06/2022,11:40,4,422216416
2024,2403,mùi hương_mát giá_thành ổn,27/04/2023,12:58,5,204100054
2025,1717,hàng đóng_gói cẩn_thận chất miễn chê,21/11/2023,15:56,5,100220035
2026,1732,mùi,20/11/2023,11:08,5,422206042
2027,3849,hũ chất giá rẻ_tích công_dụng xả ủ tóc tóc siêu_mượt lành,3/4/2022,9:42,5,100140042
2028,602,tốt,20/02/2023,15:20,5,422212100
2029,578,phục_hồi kích_ứng đỏ rát tốt đêm dịu liền hỗn_hợp thiên khô_hợp hỗn_hợp thiên_dầu tối ngủ hơi nâng tông trắng bề_mặt bóng phục_hồi tốt phục_hồi bioderma màu tím,25/07/2023,16:51,5,422200342
2030,3586,giá sản_phẩm áp_dụng tất_nhánh,11/8/2023,20:58,4,357100004
2031,182,mùi hương_mát giá_thành ổn,28/04/2023,10:26,5,204100054
2033,3135,dưỡng ẩm tốt,16/10/2019,7:58,5,256700012
2034,2378,sữa rửa mặt mát sạch sử_dụng,29/04/2023,16:04,5,204100054
2035,2440,mụn hộp thứ,6/10/2020,7:49,5,308500037
2036,2407,đắp khô không_rết cảm_giác chất thấm trọn ẩm_mướt nhẹ căng mịn_thể skincare,25/02/2023,21:26,4,422202253
2037,2335,sử_dụng_dàng thoải_mái thư giãn độ,2/5/2023,17:21,5,422205162
2038,807,tẩy tốt_hợp mùi thơm,22/08/2020,20:21,5,422216594
2039,1166,chân áo,10/12/2022,21:42,5,422215804
2040,653,sản_phẩm_chất,12/12/2023,10:02,5,100230064
2041,1371,thử tuýt sài mặt đổ dầu nhiều khuyên dầu mụn nhờn sài thử tuýt hợp,5/7/2024,10:28,4,422200306
2042,2339,mùi hương_mát giá_thành,2/5/2023,10:57,5,422205162
2043,3464,sạch dịu_tẩy,21/05/2024,18:35,5,343100029
2044,2997,hài lắm khô sạch không_khô,29/11/2021,9:03,5,422203321
2045,793,siêu_đỉnh nhạy_cảm_sài không_kích_ứng nhe_tẩy sạch cực dịu nhẹ_tẩy mắt,11/3/2021,14:06,5,200400003
2046,3147,tốt,17/11/2023,19:22,5,422203506
2047,494,sản_phẩm phù_hợp dầu sạch mùi không_thích lắm tốt,11/12/2022,0:18,4,204900128
2048,2671,đợt mỏng_xơ,21/12/2021,10:23,3,422203809
2049,3212,thành không_căng mặt khô ổn,13/09/2023,20:59,5,211300008
2050,2638,tẩy xài giá,20/11/2023,20:36,5,422203300
2051,377,dầu không_sạch cetaphil đầu_tưởng không_sạch cetaphil không_mềm ẩm_mướt rửa lỡ ổn khác thử ucerin lành_cetaphil không_mắt cerave mắt,28/07/2024,14:48,5,422208975
2053,2134,hỗn_hợp thiên_dầu hơi hơi bóng bôi dưỡng ẩm_mặt hơi nổi ổn,21/09/2022,14:03,5,422203609
2054,1100,tẩy xài thích sạch nhạy_cảm_xài kết luôn,15/03/2024,21:40,5,422201504
2055,543,sản_phẩm sử_dụng tốt không_khô căng yêu,4/4/2020,20:23,5,422210980
2057,673,mùi hương_mát giá_thành ổn,4/5/2023,16:15,5,422206537
2058,1428,mụn srm,6/1/2021,17:24,5,422211195
2059,2336,sử_dụng giàng thoải_mái thư,2/5/2023,16:23,5,422202253
2060,1033,mùi hương_mát giá_thành ổn,27/04/2023,13:44,5,422206537
2061,1993,cực cảm_giác mịn ẩm nữa kiềm dầu tốt thích không_hề bết dính thấm không_vệt trắng không_hề dày,28/11/2022,12:05,5,249500027
2063,2133,không_sản_phẩm kém,27/08/2023,13:27,1,308500015
2064,1621,thích luôn mùi bọt tốt_rửa sạch,29/07/2020,3:16,5,226200007
2065,2314,sử_dụng_dàng thoải_mái thư giãn độ,4/5/2023,20:27,5,308500013
2066,337,chất sản_phẩm,27/04/2023,6:32,1,204100054
2067,396,srm sài tốt lắm hồi tầm sài lận sài khỏe,13/07/2023,18:59,5,422208973
2068,4050,thất_vọng,11/12/2022,12:37,1,422203145
2069,683,thích hasaki sản_phẩm tẩy,30/04/2023,19:00,5,200400004
2070,840,chất tán không_nâng tone bôi mặt không_bóng bóng,5/12/2023,8:02,4,422204028
2071,348,chất giá nhiêu_tẩy bổ rẻ,6/10/2019,15:22,5,422204259
2072,140,sản_phẩm không_mùi bọt không_hề rửa mặt kết_hợp_dưỡng ẩm_mướt mướt ổn,1/10/2019,13:54,4,224100009
2073,1231,tẩy thích sản_phẩm hợp túi_tiền,20/05/2024,17:47,5,422211640
2074,3555,xài hơi lắm người mụn hôm dán hôm hút mụn liền còi mụn dán,7/1/2024,7:53,5,100250032
2075,3806,khô thử trộm_vía hợp chừng,16/08/2024,23:30,5,422209047
2076,4266,hàng giá phù_hợp sài biết,13/04/2022,12:42,5,249500004
2077,3847,hủ ad zalo hasaki,26/02/2023,16:35,5,100140042
2078,2315,sử_dụng_dàng thoải_mái thư giãn độ,4/5/2023,20:25,5,422205164
2080,270,ổn không_mụn kiềm dầu cồn mắt dạng sữa thấm,21/05/2022,9:32,4,422212097
